# fen|wdl|wdl state|dtz|dtz state from Stockfish 13 probe_wdl and probe_dtz, generated by tools/syzygy_reference.py
b7/6k1/8/2p5/8/2K1p3/8/8 b - - 0 1|2|1|1|2
8/6r1/8/8/8/7r/7K/2k5 w - - 0 1|-2|2|-1|2
8/8/K7/8/8/1p2B3/3pk3/8 w - - 0 1|-2|1|-2|2
8/8/P7/4P3/1K5k/8/8/8 w - - 0 1|2|1|1|2
1B6/8/8/8/5K1k/8/8/8 b - - 0 1|0|1|0|1
8/8/8/4K3/7k/8/8/5b2 w - - 0 1|0|1|0|1
8/7K/8/6k1/8/2b5/2P5/3N4 w - - 0 1|2|2|1|2
8/8/7p/8/4Kn2/8/8/6k1 w - - 0 1|0|1|0|1
8/2K5/8/8/8/5k2/3n2r1/8 b - - 0 1|2|1|15|1
8/8/8/8/8/3K2P1/8/6k1 b - - 0 1|-2|1|-2|2
8/3k3K/1P6/8/8/5p2/8/8 b - - 0 1|2|1|1|2
8/1K6/6k1/8/8/1R6/8/5b2 b - - 0 1|0|1|0|1
k7/4K3/8/P7/8/3q3p/8/8 b - - 0 1|2|1|1|2
8/6K1/1k1P4/6p1/8/8/2b5/8 w - - 0 1|0|1|0|1
8/8/1k6/1n6/K2p2P1/8/8/8 b - - 0 1|2|1|1|2
8/8/1r6/8/5N2/1K3k2/5n2/8 w - - 0 1|-2|1|-2|2
1r6/1N1K4/1p5k/8/8/8/8/8 b - - 0 1|2|2|1|2
2n5/8/8/3K1k2/3p4/8/8/8 b - - 0 1|2|1|1|2
5n2/3b4/8/8/8/1K6/8/1k6 b - - 0 1|2|1|50|1
8/6K1/2r5/5k2/8/8/8/8 w - - 0 1|-2|1|-12|1
8/8/8/6R1/8/6b1/3P2k1/3K4 b - - 0 1|-2|1|-2|2
8/K6n/8/8/8/8/2k5/8 w - - 0 1|0|1|0|1
8/q7/1p4r1/8/2K5/8/1k6/8 w - - 0 1|-2|1|-2|2
8/8/8/1r2K2B/8/1k6/8/8 w - - 0 1|-2|1|-1|1
k7/8/1K5Q/6P1/8/8/8/8 b - - 0 1|-2|1|-2|2
7k/P7/8/P4K2/8/8/8/8 b - - 0 1|-2|1|-2|2
q7/4K3/8/8/8/8/2k5/1b6 w - - 0 1|-2|1|-12|1
8/4p3/8/8/3K2k1/8/8/8 b - - 0 1|2|1|3|1
8/8/8/q7/6pP/8/8/2k2K2 b - h3 0 1|2|2|1|2
8/8/8/6Pp/1K5k/8/8/8 w - h6 0 1|2|2|1|2
1Q6/8/3k4/8/1p6/1K6/5r2/8 b - - 0 1|-2|1|-2|2
8/K7/8/8/8/3k4/1P6/8 w - - 0 1|0|1|0|1
8/7n/8/4k3/4p3/8/K7/8 b - - 0 1|2|1|1|2
6B1/1B3b2/7K/8/8/7k/8/8 w - - 0 1|0|1|0|1
8/3K4/8/Ppk5/b7/8/8/8 w - b6 0 1|-2|1|-2|2
8/6R1/6Q1/3k4/7P/6K1/8/8 w - - 0 1|2|1|1|2
4n3/5k2/8/2N5/2P1K3/8/8/8 w - - 0 1|0|1|0|1
1b6/8/2K2b2/5P2/8/8/8/3k4 b - - 0 1|0|1|0|1
8/8/3p4/2pN4/k7/8/K7/8 w - - 0 1|0|1|0|1
8/8/8/2K4n/5k2/8/8/8 b - - 0 1|0|1|0|1
2k5/8/8/8/4n3/2K5/8/8 w - - 0 1|0|1|0|1
6K1/3p4/4R3/8/8/8/5k2/8 b - - 0 1|2|2|1|2
8/8/3K4/8/5pP1/8/8/4k3 b - g3 0 1|2|2|1|2
8/R7/P7/6p1/1K6/8/2k5/8 b - - 0 1|-2|1|-4|1
8/8/8/2P1k3/2K5/2P5/2B5/8 b - - 0 1|-2|1|-2|2
8/3R4/3R4/6k1/3K4/8/8/3R4 b - - 0 1|-2|1|-6|1
8/8/2k2N2/7P/8/8/6K1/5r2 w - - 0 1|2|2|1|2
1k6/7q/2K5/8/6b1/8/8/1n6 b - - 0 1|2|1|3|1
1K6/8/3P4/8/8/8/8/1kR5 b - - 0 1|-2|1|-2|2
8/3b4/1K3k2/8/8/8/8/1q6 w - - 0 1|-2|1|-6|1
4k3/3R4/8/8/6K1/8/8/8 w - - 0 1|2|1|15|1
8/8/5K2/8/4k3/3b4/8/8 b - - 0 1|0|1|0|1
K7/8/8/1R6/4r3/k7/8/8 w - - 0 1|0|1|0|1
8/4K3/p7/8/3P4/8/8/4k3 w - - 0 1|2|1|1|2
8/k7/5p2/8/8/5K2/8/8 b - - 0 1|0|1|0|1
8/K1k5/4P3/1P6/8/8/n7/8 w - - 0 1|2|1|1|2
Kn6/8/8/8/5k2/5p2/6R1/8 w - - 0 1|0|1|0|1
8/8/8/4P3/4N3/8/4P3/1k3K2 b - - 0 1|-2|1|-2|2
8/5k2/8/6K1/8/8/1R6/5b2 w - - 0 1|2|1|2|1
2R5/8/8/8/8/1k3K2/8/8 b - - 0 1|-2|1|-20|1
7Q/8/2k3p1/4b3/8/8/8/1K6 b - - 0 1|2|2|1|2
4k3/8/8/8/3pP3/8/8/4K3 b - e3 0 1|0|1|0|1
7r/k5Q1/8/8/p7/8/5K2/8 b - - 0 1|-2|1|-2|2
1K6/8/4P3/6P1/8/3N4/8/3k4 b - - 0 1|-2|1|-2|2
2K5/8/4Nk2/p7/8/1b6/8/8 b - - 0 1|2|2|1|2
8/3K1p2/8/Q6k/8/r7/8/8 b - - 0 1|2|2|1|2
8/3n4/4P3/8/b7/7K/8/7k b - - 0 1|2|1|3|1
3N4/8/8/6kp/8/K2P4/8/8 b - - 0 1|2|1|1|2
3K4/8/8/8/P7/3k4/8/8 w - - 0 1|2|1|1|2
8/3b4/6p1/8/6K1/8/8/6k1 w - - 0 1|-2|1|-12|1
5k2/8/8/1Pp5/8/4K3/8/8 w - c6 0 1|2|1|1|2
3K4/8/8/1q6/6k1/3P4/8/8 b - - 0 1|2|2|1|2
8/8/4K1p1/8/4R3/4k3/3N4/8 b - - 0 1|-2|1|-4|1
8/8/8/8/3K4/8/3p4/3n2k1 b - - 0 1|2|1|3|1
B2k3K/8/8/8/8/8/4p3/8 b - - 0 1|2|1|1|2
6r1/7B/8/2k5/8/4b3/1K6/8 b - - 0 1|2|1|19|1
5k2/7B/8/4K2R/8/8/p7/8 w - - 0 1|2|1|5|1
3K4/8/2B5/8/8/k7/8/3n4 w - - 0 1|0|1|0|1
8/8/8/8/8/7B/2k2Q2/1n2K3 b - - 0 1|-2|1|-6|1
8/8/p7/3pP1k1/2K5/8/8/8 w - d6 0 1|2|2|1|2
8/5k2/8/5P2/5p2/8/8/5K2 b - - 0 1|0|1|0|1
4k3/8/8/3K4/2pb4/2p5/8/8 b - - 0 1|2|1|1|2
8/3P4/8/8/8/4K3/3r4/k7 w - - 0 1|2|2|1|2
1K6/8/8/8/5R2/5Q2/8/2k5 w - - 0 1|2|1|3|1
8/2K5/8/2r5/7k/8/8/8 w - - 0 1|-2|1|-26|1
8/8/8/4k2b/2p3K1/8/8/4b3 w - - 0 1|-2|1|-2|2
B3k3/5r2/8/8/8/8/8/5K2 w - - 0 1|0|1|0|1
7r/6K1/2p5/8/8/8/5k2/8 w - - 0 1|-2|1|-2|2
7k/8/3b4/8/8/8/5K2/4B3 b - - 0 1|0|1|0|1
8/7p/8/3K4/8/8/6r1/7k b - - 0 1|2|1|1|2
3b3B/3N4/8/8/6K1/2k5/8/8 b - - 0 1|0|1|0|1
1K6/8/8/8/6n1/8/8/1k6 w - - 0 1|0|1|0|1
8/8/8/8/4N3/8/k3K3/8 w - - 0 1|0|1|0|1
3b4/8/8/8/8/3k1K2/6P1/8 w - - 0 1|0|1|0|1
6K1/8/k3p3/6p1/4p3/8/8/8 b - - 0 1|2|1|1|2
8/8/8/8/6K1/2p5/4k3/8 w - - 0 1|-2|1|-2|2
8/8/1p6/8/3k2K1/5B2/8/8 b - - 0 1|0|1|0|1
8/8/8/8/3pP3/6K1/1k6/7b b - e3 0 1|2|2|1|2
8/1k6/8/8/8/8/1P5K/8 b - - 0 1|0|1|0|1
3n1k2/1P6/7K/3q4/8/8/8/8 b - - 0 1|2|2|1|2
8/8/6k1/8/8/8/2bK4/8 b - - 0 1|0|1|0|1
8/2rR4/8/3k4/8/4Q3/5K2/8 b - - 0 1|-2|1|-2|2
8/8/8/8/1pK3R1/5k2/4p3/8 w - - 0 1|0|1|0|1
8/7K/7r/8/N7/8/3P1k2/8 w - - 0 1|2|2|1|2
8/8/8/3b3P/4K3/8/1P1k4/8 w - - 0 1|2|2|1|2
8/8/1k5n/4P3/7K/3P4/8/8 b - - 0 1|0|1|0|1
8/5R2/8/4p3/8/5K2/8/3k4 b - - 0 1|-2|1|-4|1
8/8/8/4k3/2K5/8/3r4/5q2 w - - 0 1|-2|1|-4|1
8/8/2p1k3/1P6/6R1/6K1/8/8 w - - 0 1|2|2|1|2
8/6R1/1k1n4/5K2/8/8/5n2/8 w - - 0 1|0|1|0|1
2B5/8/8/3B4/8/4K3/3p4/4k3 w - - 0 1|0|1|0|1
1K6/5n2/1P6/1k6/3b4/8/8/8 w - - 0 1|0|1|0|1
8/2Kp4/8/8/8/k7/1P2P3/8 b - - 0 1|0|1|0|1
8/5p2/8/2b5/2K1p3/8/8/k7 w - - 0 1|-2|1|-2|2
8/8/p7/8/2R1K3/6k1/1P6/8 w - - 0 1|2|1|1|2
8/8/7k/8/8/8/1K6/b7 w - - 0 1|0|1|0|1
5K2/8/5p2/3k4/8/8/5R2/8 b - - 0 1|-2|1|-4|1
8/8/8/3Pp3/1p3k2/8/7K/8 w - e6 0 1|0|1|0|1
8/8/8/1r1K2k1/8/1P4N1/8/8 w - - 0 1|0|1|0|1
4K3/8/2N5/8/k7/6N1/6p1/8 b - - 0 1|2|1|1|2
8/6K1/8/p7/8/6Q1/3k4/8 b - - 0 1|-2|1|-4|1
8/8/8/1k6/1p6/8/8/4K3 b - - 0 1|2|1|1|2
1K6/8/3k4/8/8/p7/8/8 w - - 0 1|-2|1|-2|2
5k2/8/8/1P2KP2/8/2p5/8/8 w - - 0 1|0|1|0|1
8/8/1r2b3/8/3K4/6N1/8/6k1 b - - 0 1|2|1|29|1
8/K7/8/1Pb5/1k6/8/1P6/8 w - - 0 1|0|1|0|1
8/7P/4P3/8/4k3/8/N3K3/8 b - - 0 1|-2|1|-2|2
8/8/8/1q6/2Bk1B2/8/7K/8 b - - 0 1|2|2|1|2
8/8/8/8/P2P4/1k6/8/3Kb3 b - - 0 1|0|1|0|1
8/8/8/2K5/8/5k2/3R4/8 b - - 0 1|-2|1|-24|1
8/8/1K6/1Pp5/8/6k1/8/5n2 w - c6 0 1|2|1|2|1
8/7k/8/8/8/p3p3/8/1R5K w - - 0 1|2|1|3|1
8/3K1P2/1P6/8/7k/8/8/7B w - - 0 1|2|1|1|2
8/2k5/K7/P7/8/8/8/8 b - - 0 1|0|1|0|1
5r2/8/7K/8/8/5Rr1/8/2k5 w - - 0 1|0|1|0|1
3k4/7r/8/1K6/8/4RN2/8/8 w - - 0 1|0|1|0|1
5k2/8/8/8/7K/8/2b3b1/8 b - - 0 1|0|1|0|1
8/8/3k4/4pP2/8/8/8/4q1K1 w - e6 0 1|0|0|0|0
7k/8/6QP/8/8/8/8/6K1 b - - 0 1|0|1|0|1
8/8/k5P1/8/r7/8/1K6/6n1 b - - 0 1|2|1|3|1
4K3/8/8/3p4/4p3/4r1k1/8/8 w - - 0 1|-2|1|-2|2
8/6K1/3p4/p7/k7/8/8/8 w - - 0 1|-2|1|-2|2
8/6n1/8/8/4K3/8/5r1k/8 b - - 0 1|2|1|15|1
8/8/1K6/6P1/1b3p2/k7/8/8 w - - 0 1|-2|1|-2|2
8/5p2/k7/2K5/8/8/8/8 w - - 0 1|0|1|0|1
4k3/r7/5K2/8/8/8/8/8 w - - 0 1|-2|1|-26|1
8/8/4k3/8/2P1K3/5P2/8/8 b - - 0 1|-2|1|-2|2
7k/8/8/4K3/3N4/1r6/8/8 w - - 0 1|0|1|0|1
8/8/1P2k3/8/4K1p1/8/8/8 w - - 0 1|2|1|1|2
5q2/8/8/7k/r7/6K1/8/7n w - - 0 1|-2|1|-4|1
2Q5/7K/8/2p3b1/7k/8/8/8 w - - 0 1|2|2|1|2
5k2/K7/8/8/8/8/1n6/8 w - - 0 1|0|1|0|1
8/3P3k/6p1/8/8/8/1B2K3/8 b - - 0 1|-2|1|-2|2
5k2/8/8/3r4/K7/8/3R4/8 b - - 0 1|2|2|1|2
8/6b1/8/2p5/3R4/8/4K3/7k w - - 0 1|2|1|4|2
8/2K1N3/8/3k4/8/8/8/8 b - - 0 1|0|1|0|1
8/8/K7/3B2k1/8/P7/7P/8 b - - 0 1|-2|1|-2|2
7k/3r4/6n1/4K3/8/8/8/8 w - - 0 1|-2|1|-16|1
8/1k3K2/8/4pP2/8/8/8/8 w - e6 0 1|2|2|1|2
3K4/4p3/8/2k5/6b1/8/8/5r2 w - - 0 1|-2|1|-2|1
8/3k4/8/4R3/8/5N2/5Q2/5K2 w - - 0 1|2|1|3|1
6K1/8/8/8/4k1Pp/8/8/8 b - g3 0 1|2|2|1|2
3N4/8/8/3K4/4R3/k7/3p4/8 b - - 0 1|0|1|0|1
8/8/8/1Pp3k1/8/8/8/2K5 w - c6 0 1|2|2|1|2
8/K7/8/6r1/p7/8/4p3/3k4 b - - 0 1|2|1|1|2
8/8/5K2/8/8/4k3/b6n/8 b - - 0 1|2|1|48|1
8/4n2K/3Q4/8/8/8/2P1k3/8 b - - 0 1|-2|1|-4|2
5k2/5P2/8/8/8/8/8/1K6 w - - 0 1|0|1|0|1
8/8/8/2P3r1/q6k/8/3K4/8 b - - 0 1|2|2|1|2
7k/2QK4/8/p7/8/8/8/8 b - - 0 1|-2|1|-2|2
8/8/8/6Pp/6k1/3K4/1p6/8 w - h6 0 1|-2|1|-2|2
8/8/5P2/4n3/3K4/8/1k6/8 b - - 0 1|0|1|0|1
8/8/8/3K4/5pP1/8/5k2/8 b - g3 0 1|2|2|1|2
2n3n1/8/8/K7/8/8/6k1/8 w - - 0 1|0|1|0|1
8/8/8/8/7k/8/6PK/5B2 b - - 0 1|-2|1|-2|2
8/8/8/6P1/8/8/8/3k3K w - - 0 1|2|1|1|2
Q7/8/8/8/8/6k1/8/1K6 b - - 0 1|-2|1|-16|1
8/1r6/2k5/8/8/3B4/8/2K5 b - - 0 1|0|1|0|1
8/8/8/7n/2P5/5K2/8/k7 w - - 0 1|0|1|0|1
8/8/4N3/k7/b7/5Q2/3K4/8 w - - 0 1|2|1|5|1
8/5k2/8/8/1p3p2/8/6K1/8 b - - 0 1|2|1|1|2
8/4q3/6k1/8/8/r4K2/8/r7 w - - 0 1|-2|1|-2|1
8/7k/1P6/2p5/8/8/4p3/5K2 w - - 0 1|2|2|1|2
1k6/8/8/P7/7P/3N4/8/4K3 w - - 0 1|2|1|1|2
8/3p2P1/6p1/8/k7/8/4K3/8 w - - 0 1|2|1|1|2
K4n2/p7/7k/8/8/6r1/8/8 w - - 0 1|-2|1|-2|2
8/r1K5/8/8/4k3/5p2/8/8 w - - 0 1|-2|1|-2|2
8/K4N2/5b2/8/8/n4k2/8/8 w - - 0 1|0|1|0|1
2k5/7p/8/8/8/R2Kp3/8/8 b - - 0 1|-2|1|-2|2
8/5K2/2k5/8/8/6B1/8/Q3n3 w - - 0 1|2|2|1|2
8/8/7b/8/8/8/8/k3K3 w - - 0 1|0|1|0|1
8/8/8/7K/1q6/4p3/5k2/8 b - - 0 1|2|1|1|2
1Q6/6q1/8/2p5/8/k7/8/1K6 b - - 0 1|2|1|15|1
8/5P2/8/1k3Pp1/8/K7/8/8 w - g6 0 1|2|2|1|2
6k1/8/5K2/8/6B1/8/3b1P2/8 b - - 0 1|0|1|0|1
8/k7/R7/6p1/8/4K3/7R/8 b - - 0 1|-2|1|-4|1
8/4k3/3n4/8/6K1/8/5r2/4n3 w - - 0 1|-2|1|-8|1
8/8/2p5/P2R4/1K6/8/1k6/8 b - - 0 1|-2|1|-2|2
k3K3/8/8/8/8/8/1P3P2/8 b - - 0 1|-2|1|-2|2
8/8/8/7k/8/8/1K5n/8 b - - 0 1|0|1|0|1
8/8/3k4/8/Pp6/8/7K/8 b - a3 0 1|2|2|1|2
8/1k6/8/1p6/8/6K1/3R1r2/8 b - - 0 1|2|2|1|2
8/8/k2P4/8/8/6pK/8/8 w - - 0 1|2|1|1|2
K7/8/8/8/1Pk5/5N2/8/8 w - - 0 1|0|1|0|1
8/8/8/7k/4Pp2/8/8/K7 b - e3 0 1|2|2|1|2
8/8/8/Nk6/8/6K1/2B3R1/8 b - - 0 1|-2|1|-10|1
8/6b1/8/8/8/K2k3P/8/8 w - - 0 1|0|1|0|1
4B3/3K1P2/4p3/2k5/8/8/8/8 w - - 0 1|2|2|1|2
8/8/8/7K/6pP/5k2/8/8 b - h3 0 1|2|2|1|2
8/3k4/8/8/5P1R/8/8/6K1 w - - 0 1|2|1|1|2
8/8/3P1N2/8/3K4/8/6k1/8 w - - 0 1|2|1|1|2
8/8/8/8/8/8/K1Nk3q/8 w - - 0 1|-2|1|-6|1
8/8/2P5/8/8/8/8/4K2k w - - 0 1|2|1|1|2
6k1/3K4/8/7q/8/8/7N/5B2 b - - 0 1|2|2|1|2
8/8/8/2pP2RK/8/3k4/8/8 w - c6 0 1|2|2|1|2
8/8/8/8/8/8/b1K5/6k1 w - - 0 1|0|1|0|1
8/7K/8/8/8/5k2/8/7B b - - 0 1|0|1|0|1
8/8/5k2/8/8/8/N1K3p1/8 w - - 0 1|-2|1|-2|2
8/4K3/8/1P6/8/1QB1k3/8/8 b - - 0 1|-2|1|-2|2
4K3/8/2p5/8/8/6k1/5b2/8 b - - 0 1|2|1|1|2
N1B5/8/2K5/8/8/8/2k4p/8 w - - 0 1|0|1|0|1
8/P7/P7/8/8/3K4/5k2/5R2 b - - 0 1|-2|1|-2|2
4K3/2k5/8/8/8/4r3/6N1/8 w - - 0 1|0|1|0|1
8/2B5/8/1B6/4K3/6k1/8/8 b - - 0 1|-2|1|-19|1
8/8/8/1K6/N7/3p4/8/6k1 w - - 0 1|0|1|0|1
6K1/3p4/8/p7/7k/8/P7/8 b - - 0 1|2|1|1|2
8/3k4/8/K7/7r/8/4N3/8 b - - 0 1|0|1|0|1
k4K2/8/7P/8/8/8/8/8 b - - 0 1|-2|1|-2|2
7k/P7/8/8/5rK1/8/8/8 w - - 0 1|2|2|1|2
8/7R/8/8/1K6/8/5k2/8 w - - 0 1|2|1|19|1
8/4K2R/8/8/k7/8/8/3B4 b - - 0 1|-2|1|-18|1
8/k5K1/8/3Q4/1P6/8/8/6r1 w - - 0 1|2|1|3|1
2k5/8/8/1Pp5/8/8/8/1K5q w - c6 0 1|0|0|0|0
8/3b4/8/8/4K1b1/5B2/8/2k5 w - - 0 1|0|1|0|1
8/5N2/5k2/2pP4/8/8/K7/8 w - c6 0 1|2|2|1|2
1n1K4/8/3k4/8/8/n7/8/8 w - - 0 1|0|1|0|1
8/8/2k5/6Pp/8/r4K2/8/8 w - h6 0 1|0|0|0|0
1k6/6P1/6K1/5pP1/8/8/8/8 w - f6 0 1|2|2|1|2
k7/5r2/8/8/8/8/8/K7 w - - 0 1|-2|1|-20|1
8/8/6p1/2K5/P7/1p4k1/8/8 b - - 0 1|2|1|1|2
8/7k/8/3P4/8/2K4n/6p1/8 w - - 0 1|-2|1|-2|2
2k5/n7/8/8/1pP5/8/K7/8 b - c3 0 1|2|2|1|2
8/2k2r2/8/8/4r3/2K5/8/8 w - - 0 1|-2|1|-6|1
2K5/1B6/8/4pk2/1Q6/8/8/8 w - - 0 1|2|1|5|1
3k4/8/8/8/8/6K1/2B5/b7 w - - 0 1|0|1|0|1
8/8/3kBK2/8/2B5/8/8/8 w - - 0 1|0|1|0|1
k7/7R/P7/8/8/8/K5N1/8 w - - 0 1|2|1|3|1
8/8/3p4/K6k/R7/Q7/8/8 w - - 0 1|2|2|1|2
7K/p7/8/8/5P2/2k5/1n6/8 b - - 0 1|2|1|1|2
8/q7/1k1B4/8/6P1/6K1/8/8 w - - 0 1|-2|1|-16|1
8/6K1/8/1P6/8/4k1p1/8/8 w - - 0 1|-2|1|-1|1
5K2/5p2/8/8/k6P/N7/8/8 w - - 0 1|2|2|1|2
8/8/8/K7/8/3P4/5PR1/3k4 w - - 0 1|2|1|1|2
7K/8/8/8/8/5p2/3k1b2/6n1 w - - 0 1|-2|1|-4|1
2n5/8/8/8/6p1/b7/3k4/7K b - - 0 1|2|1|1|2
8/8/8/1N6/5K2/4r3/6k1/8 w - - 0 1|0|1|0|1
1K6/8/k7/8/8/5N2/8/8 b - - 0 1|0|1|0|1
7K/8/8/q7/5pPk/8/8/8 b - g3 0 1|2|2|1|2
8/8/8/4p2n/8/8/6k1/2K5 b - - 0 1|2|1|1|2
6k1/8/6n1/8/2b5/6n1/3K4/8 w - - 0 1|-2|1|-16|1
8/6Q1/7p/p2K4/8/8/8/3k4 w - - 0 1|2|2|1|2
7K/8/3R4/k7/5r2/8/8/8 w - - 0 1|0|1|0|1
8/7p/5K2/2k5/8/5N2/8/1B6 w - - 0 1|2|2|1|2
1R6/8/8/R7/8/3R1k2/8/2K5 b - - 0 1|-2|1|-4|1
8/8/8/3n1K2/8/4k3/7P/8 w - - 0 1|0|1|0|1
8/8/8/3K4/3P4/8/1p1kq3/8 w - - 0 1|-2|1|-2|2
8/6P1/7b/8/3k4/1K5Q/8/8 b - - 0 1|-2|1|-2|2
8/8/8/1B6/K7/2R4k/8/8 b - - 0 1|-2|1|-18|1
8/8/4p3/3Np3/8/4k3/6K1/8 b - - 0 1|2|2|1|2
8/8/3K4/6Pp/8/8/2k5/8 w - h6 0 1|2|2|1|2
8/6B1/1P1k4/K7/3r4/8/8/8 b - - 0 1|0|1|0|1
1k6/2r5/8/1B2K3/8/q7/8/8 b - - 0 1|2|1|3|1
8/k7/8/1K3p2/8/8/8/5b2 w - - 0 1|-2|1|-2|2
8/8/2k1N1K1/8/6p1/8/7q/8 w - - 0 1|-2|1|-4|2
k7/7Q/8/8/7N/7r/8/5K2 b - - 0 1|-2|1|-16|1
8/2Kb4/k7/8/6b1/8/4N3/8 w - - 0 1|0|1|0|1
8/8/3K4/8/8/3n4/4p3/3k4 w - - 0 1|-2|1|-2|2
8/8/5b2/2P5/6k1/8/4K3/8 w - - 0 1|0|1|0|1
4R3/8/B6k/8/7K/8/4P3/8 w - - 0 1|2|1|1|2
8/6PP/8/5q2/8/1K6/8/1k6 b - - 0 1|2|2|1|2
8/8/8/3K4/8/2Qk4/6r1/8 b - - 0 1|2|2|1|2
8/3k4/8/3Pp3/8/2KN4/8/8 w - e6 0 1|2|2|1|2
8/K3k3/8/8/8/2r1p3/8/8 w - - 0 1|-2|1|-2|2
8/3qN1k1/8/8/8/8/K7/8 b - - 0 1|2|2|1|2
7k/8/5Q2/8/2Pp4/3K4/8/8 b - c3 0 1|-2|1|-2|2
8/8/7p/5Q2/6P1/8/k7/7K b - - 0 1|-2|1|-2|2
8/8/8/2b1R3/7k/8/8/1K6 b - - 0 1|0|1|0|1
1b6/8/6n1/2R5/8/5K2/8/6k1 w - - 0 1|0|1|0|1
5r2/8/4n3/8/4k3/8/2K4N/8 w - - 0 1|-2|1|-10|1
8/5p2/8/7K/1Pp5/8/8/6k1 b - b3 0 1|2|2|1|2
5k2/8/8/4K3/7R/8/2p5/8 b - - 0 1|2|1|1|2
2R5/3P4/1K6/8/8/8/8/k2r4 b - - 0 1|0|1|0|1
8/8/2P5/8/2k5/2p5/8/4K3 w - - 0 1|2|1|1|2
6k1/1Q6/8/6n1/6B1/8/8/3K4 b - - 0 1|-2|1|-6|1
8/8/1N6/8/8/7P/K3P3/3k4 b - - 0 1|-2|1|-2|1
8/8/8/8/k7/8/1K6/r7 b - - 0 1|2|1|19|1
8/2K2k2/8/8/3N2p1/8/8/5b2 w - - 0 1|-2|1|-16|2
8/6b1/8/Bk6/8/8/5K2/8 b - - 0 1|0|1|0|1
1n6/8/8/8/8/2K5/k7/8 b - - 0 1|0|1|0|1
8/8/k7/6K1/8/6P1/8/8 w - - 0 1|2|1|1|2
1K6/8/7N/8/8/8/8/k7 w - - 0 1|0|1|0|1
5R2/8/7n/8/3P4/K3k3/8/8 w - - 0 1|2|1|1|2
8/2K2R2/8/8/8/8/8/1k6 b - - 0 1|-2|1|-22|1
8/7p/8/5K2/3p4/8/k7/8 b - - 0 1|2|1|1|2
8/K6P/8/7n/8/8/3k4/8 w - - 0 1|2|1|1|2
8/8/8/1pP5/k7/5K2/8/6q1 w - b6 0 1|-2|1|-2|2
8/N7/8/8/8/8/8/2k3K1 w - - 0 1|0|1|0|1
8/n4K2/8/1Pp2k2/8/8/8/8 w - c6 0 1|0|1|0|1
6b1/8/7p/4q3/5k2/8/4K3/8 w - - 0 1|-2|1|-2|2
8/3K4/8/4qp2/8/8/8/3k4 b - - 0 1|2|1|1|2
7b/3k4/5R2/8/8/5Kp1/8/8 w - - 0 1|0|1|0|1
4N3/8/4P3/8/4KQ2/8/8/k7 w - - 0 1|2|1|1|2
8/8/8/1K6/8/P2n4/4k3/8 w - - 0 1|0|1|0|1
8/8/8/1kb5/7P/1N1K4/8/8 b - - 0 1|0|1|0|1
8/8/4pK2/8/6k1/5N2/8/8 b - - 0 1|0|1|0|1
Q7/1p6/8/3K4/5k2/8/8/8 w - - 0 1|2|2|1|2
8/8/7K/8/2p3P1/7k/8/8 w - - 0 1|-2|1|-1|1
8/8/P5k1/8/8/6r1/8/6K1 w - - 0 1|-2|1|-4|1
8/8/3n4/pP6/8/7k/8/5K2 w - a6 0 1|0|1|0|1
6K1/8/4k3/6n1/8/8/8/8 b - - 0 1|0|1|0|1
8/k2K1P2/8/8/5r2/8/3p4/8 b - - 0 1|2|2|1|2
7K/6P1/8/k7/1n4p1/8/8/8 b - - 0 1|-2|1|-1|1
4K3/8/8/6P1/8/5k2/1r3r2/8 w - - 0 1|-2|1|-4|1
8/8/7p/8/2r5/1n2k3/8/5K2 b - - 0 1|2|1|1|2
8/8/8/5B2/2k1Pp2/8/8/1K6 b - e3 0 1|0|1|0|1
8/8/6R1/3kR3/P7/4K3/8/8 b - - 0 1|-2|1|-2|1
8/P7/8/6k1/8/8/B3Q3/K7 b - - 0 1|-2|1|-2|2
8/4b3/8/4k3/2B5/K7/8/8 w - - 0 1|0|1|0|1
8/N7/2K5/5p2/8/8/8/5k2 w - - 0 1|0|1|0|1
8/1R6/7K/8/8/4P1k1/8/8 w - - 0 1|2|1|1|2
8/6B1/K6k/8/7b/5R2/8/8 b - - 0 1|0|1|0|1
8/6k1/8/3p4/8/3K4/3r4/8 w - - 0 1|0|1|0|1
8/5n2/1p2K3/k7/P7/8/8/8 w - - 0 1|-2|1|-2|2
8/7k/8/2Pp4/4b3/8/6K1/8 w - d6 0 1|0|0|0|0
7k/8/5p2/8/8/8/6Kr/8 w - - 0 1|0|1|0|1
K7/B7/8/5n2/8/8/8/2k5 b - - 0 1|0|1|0|1
1k6/8/8/8/6K1/8/3r4/8 w - - 0 1|-2|1|-30|1
4K3/5PP1/3B4/8/8/8/8/1k6 w - - 0 1|2|1|1|2
N6R/8/8/3p3K/8/8/6k1/8 b - - 0 1|-2|1|-4|1
2K5/8/6P1/8/8/5P2/8/2k4B b - - 0 1|-2|1|-2|2
8/8/8/7n/2K5/7n/8/7k w - - 0 1|0|1|0|1
4k3/8/8/8/2R5/K7/8/8 w - - 0 1|2|1|19|1
1K6/8/8/P4b2/4P3/8/5k2/8 b - - 0 1|0|1|0|1
8/2K5/8/8/4pP2/8/1k6/8 b - f3 0 1|2|2|1|2
3k4/Q7/N7/8/7K/8/3p4/8 b - - 0 1|0|1|0|1
8/2K5/5p2/8/8/5kP1/8/8 b - - 0 1|2|2|1|2
